calaccess_committee_id,committee_name,prop_count
1332395,"GREEN TECHNOLOGY LEADERSHIP GROUP PAC, NO ON PROP 23",1
1332721,"LOS ANGELES COUNTY FEDERATION OF LABOR, AFL-CIO, YES ON 24 AND 25",2
1332741,"SILICON VALLEY LEADERSHIP GROUP'S SAVE CALIFORNIA JOBS NOW - NO ON PROPOSITION 23 AND NO ON PROPOSITION 24, AND YES ON SANTA CLARA COUNY MEASURE B",2
1333075,"CONSUMERS UNION ACTION FUND, INC. - NO ON 23",1
1333195,"STUDENTS FOR SENSIBLE DRUG POLICY, DAVID BRONNER, ADAM EIDINGER, AND ALAN AMSTERDAM COMMITTEE TO REGULATE CANNABIS - YES ON 19",1
1333283,BALLOT INITIATIVE STRATEGY CENTER-CA OPPOSED TO PROP 23 AND PROP 26,2
1333283,"CALIFORNIANS FOR INFORMED VOTING - YES ON 30, 34, 35, 36, 37, AND 39 AND NO ON 31 AND 32 SPONSORED BY BALLOT INITIATIVE STRATEGY CENTER",8
1333478,MARIN INSTITUTE CHARGE FOR HARM NO ON PROP 26 COMMITTEE,1
1333781,SILICON VALLEY LEADERSHIP GROUP IN SUPPORT OF PROPOSITION 14,1
1336069,"CONSUMER WATCHDOG CAMPAIGN - YES ON 45 AND 46, A COALITION OF CONSUMER ADVOCATES, ATTORNEYS AND NURSES",2
1336203,"NO ON 29 - CALIFORNIANS AGAINST OUT-OF-CONTROL TAXES & SPENDING. MAJOR FUNDING BY PHILIP MORRIS USA & R.J. REYNOLDS TOBACCO, WITH A COALITION OF TAXPAYERS, SMALL BUSINESSES, LAW ENFORCEMENT & LABOR",1
1336580,"LOS ANGELES POLICE PROTECTIVE LEAGUE ISSUES PAC - YES ON 66, NO ON 57",2
1336580,LOS ANGELES POLICE PROTECTIVE LEAGUE'S (LAPPL) PUBLIC SAFETY FIRST POLITICAL ACTION COMMITTEE  - NO ON 32,1
1337480,"COMMITTEE FOR THE RIGHT TO KNOW: VOTE YES ON 37!!!, THE",1
1337625,CALIFORNIA COALITION FOR PUBLIC HIGHER EDUCATION ISSUES COMMITTEE - YES ON PROP. 30,1
1337891,CALIFORNIANS AGAINST SPECIAL INTERESTS,1
1339774,F.A.I.R. - FAIRNESS & ACCOUNTABILITY IN REDISTRICTING BALLOT MEASURE CMTE. WITH MAJOR FUNDING FROM CA REP. PARTY FRANK GREINKE FRIENDS OF MIMI WALTERS FOR SENATE 2012 & SEN. DUTTON FOR SUPERVISOR 2014,1
1340076,"NO ON 32, STOP CORPORATE SPECIAL EXEMPTIONS FROM CAMPAIGN FINANCE RULES, SPONSORED BY WORKING FAMILIES AND LABOR ORGANIZATIONS",1
1340976,"2012 AUTO INSURANCE DISCOUNT ACT, YES ON PROPOSITION 33, SPONSORED BY THE AMERICAN AGENTS ALLIANCE WITH SUPPORT FROM CALIFORNIA INSURANCE PROVIDERS FOR COMPETITIVE PRICES AND CONSUMER DISCOUNTS, THE",1
1341187,"YES ON 34, A COALITION OF JUSTICE ORGS.",1
1341571,"YES ON 36, THREE STRIKES REFORM, SPONSORED BY THE NAACP LEGAL DEFENSE AND EDUCATIONAL FUND, INC.",1
1342851,"YES ON 37 FOR YOUR RIGHT TO KNOW IF YOUR FOOD HAS BEEN GENETICALLY ENGINEERED. SUPPORTED BY CONSUMER ADVOCATES, MAKERS OF ORGANIC PRODUCTS & CALIFORNIA FARMERS",1
1343257,"BROWN; YES ON PROP. 30 - TO PROTECT OUR SCHOOLS AND PUBLIC SAFETY, A BROAD COALITION OF TEACHERS, LABOR, BUSINESS, LAW ENFORCEMENT, AND GOVERNOR",1
1343257,BROWN; YES ON PROPS 1 AND 2 A BIPARTISAN COALITION OF BUSINESS LABOR REPUBLICANS DEMOCRATS AND GOVERNOR,2
1343629,"YES ON 38 - MORE MONEY FOR OUR LOCAL SCHOOLS, NOT SACRAMENTO. ENDORSED BY THE CA STATE PTA, SCHOOL DISTRICTS, EDUCATION ADVOCATES & THE ADVANCEMENT PROJECT, WITH FINANCIAL SUPPORT FROM MOLLY MUNGER",1
1343760,SOUTH LA POWER PAC,1
1343790,"YES ON 32 - STOP SPECIAL INTEREST MONEY NOW. SUPPORTED BY SMALL BUSINESS OWNERS, FARMERS, EDUCATORS, AND TAXPAYERS",1
1343793,"CALIFORNIANS FOR RESPONSIBLE MARIJUANA REFORM, SPONSORED BY DRUG POLICY ACTION, YES ON PROP. 64",1
1343944,"CONSUMER WATCHDOG CAMPAIGN - YES ON 45, A COALITION OF CONSUMER ADVOCATES, NURSES, ATTORNEYS, AND POLICYHOLDERS",1
1343998,"NO ON 45-CALIFORNIANS AGAINST HIGHER HEALTHCARE COSTS, MAJOR FUNDING BY KAISER FNDN. HEALTH PLAN INC, WELLPOINT INC, BLUE SHIELD OF CA, WITH DOCTORS HOSPITALS HEALTH INSURERS & CALIFORNIA EMPLOYERS",1
1344009,YES ON 39 - CALIFORNIANS TO CLOSE THE OUT-OF-STATE CORPORATE TAX LOOPHOLE,1
1344079,"EDUCATORS AND WORKING FAMILIES TO RESTORE CALIFORNIA, A COALITION OF EDUCATORS, COMMUNITY GROUPS, AND GRASSROOTS ORGANIZATIONS - YES ON PROP. 30",1
1344135,"NO ON 37: COALITION AGAINST THE DECEPTIVE FOOD LABELING SCHEME, SPONSORED BY FARMERS AND FOOD PRODUCERS",1
1344386,"YES ON 31, TAXPAYERS FOR GOVT.  ACCOUNTABILITY, MAJOR FUNDING BY BERGGRUEN INSTITUTE TRUST & CALIFORNIANS FOR GOVT. ACCOUNTABILITY CMTE., SPON. BY CA FORWARD ACTION FUND & THINK LONG COMMITTEE FOR CA",1
1344666,"PERSONAL INSURANCE FEDERATION OF CALIFORNIA ISSUES COMMITTEE, YES ON 30",1
1344800,CALIFORNIA CALLS ACTION FUND: A COALITION OF SOCIAL JUSTICE ORGANIZATIONS FOR PROP. 30 AND AGAINST PROP. 32,2
1344843,"A COMMITTEE IN SUPPORT OF PROPOSITION 34, SPONSORED BY ACLU OF NORTHERN CALIFORNIA",1
1345381,"CALIFORNIANS FOR TERM LIMITS, NO ON PROP 28, WITH MAJOR FUNDING FROM THE LIBERTY INITIATIVE FUND",1
1345641,CALIFORNIA CITIZENS AGAINST WASTEFUL TAXES - NO ON PROP. 29,1
1345752,"JUSTICE CALIFORNIA, NO ON PROPOSITION 34",1
1345802,"NO ON 34, PUBLIC SAFETY FIRST - KEEP THE DEATH PENALTY, SPONSORED BY CALIFORNIA PUBLIC SAFETY INSTITUTE",1
1346049,"CALIFORNIANS WORKING TOGETHER TO RESTORE & PROTECT PUBLIC SCHOOLS, UNIVERSITIES & PUBLIC SAFETY, COALITION OF EDUCATORS, SCHOOL EMPLOYEES, ...SPEAKER PEREZ & COMMUNITY ORG. TO SUPPORT PROPOSITION 30",1
1346175,ORGANIC CONSUMER ORGANIZATION'S COMMITTEE FOR THE RIGHT TO KNOW ABOUT GMOS - YES ON PROP. 37,1
1346178,"SAFER CALIFORNIA FOUNDATION, VOTE YES ON 35",1
1346266,"CALIFORNIANS FOR JUSTICE AND PUBLIC SAFETY, NO ON PROPOSITION 34",1
1346266,"CALIFORNIANS TO MEND, NOT END, THE DEATH PENALTY. NO ON PROP 62, YES ON PROP 66. SUPPORTED BY PROSECUTORS, LAW ENFORCEMENT, AND FAMILIES OF VICTIMS.",2
1346267,CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501 (C) 5): YES ON PROPOSITION 57,1
1346267,"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITIONS 30 AND 35, NO ON PROPOSITION 32",3
1346973,CALIFORNIA GROCERS ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501(C) 6): YES ON PROPOSITION 67,1
1346973,"CALIFORNIA GROCERS ASSOCIATION ISSUES COMMITTEE, YES ON PROPOSITION 30, NO ON PROPOSITION 37",2
1347688,"RECLAIM CALIFORNIA'S FUTURE - YES ON PROP. 30, NO ON PROP. 32",2
1347735,"NO ON 30 - CALIFORNIANS FOR REFORMS AND JOBS, NOT TAXES, A COALITION OF TAXPAYERS AND SMALL BUSINESSES",1
1347780,"GUILLEN BALLOT MEASURE COMMITTEE; PROTECT COLLEGE ACCESS FOR LOCAL STUDENTS, YES ON PROP. 30, PERALTA TRUSTEE ABEL",1
1347975,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS OPPOSED TO THE SPECIAL EXEMPTIONS ACT NO ON MEASURE 32,1
1348039,"NO ON 31, CALIFORNIANS FOR TRANSPARENT AND ACCOUNTABLE GOVERNMENT",1
1348114,SAVE 3 - STRIKES NO ON PROP 36,1
1348512,GOOD JOBS LOS ANGELES COMMITTEE TO SUPPORT THE SCHOOLS AND PUBLIC SAFETY ACT OF 2012,1
1348560,"STOP THE MIDDLE-CLASS INCOME-TAX HIKE - NO ON PROP. 38, SPONSORED BY THE CALIFORNIA MEDICAL ASSOCIATION PHYSICIANS' ISSUES COMMITTEE",1
1348981,"STUDENTS AND FAMILIES OF CALIFORNIA, YES ON 30/NO ON 32",2
1348995,"ASIAN PACIFIC ENVIRONMENTAL NETWORK (APEN) ACTION'S YES ON 30 & 39, NO ON 32 COMMITTEE",3
1349099,"YES ON 30 TO SAVE OUR SCHOOLS & NO ON 32 TO STOP CAMPAIGN FINANCE LOOPHOLES FOR CORPORATE INTERESTS, SPONSORED BY GOOD JOBS SAFE COMMUNITIES LA",2
1349283,YES ON 37 LAKE COUNTY,1
1350885,"MI FAMILIA VOTA - YES ON 30 AND 39 FOR TAX FAIRNESS AND NO ON 32 TO STOP SPECIAL EXEMPTIONS FOR CORPORATE POLITICAL SPENDING, SPONSORED BY THE CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES",3
1350907,"GREENLINING ACTION FUND FOR YES ON PROPOSITION 33, WITH MAJOR FUNDING PROVIDED BY MERCURY INSURANCE CHAIRMAN GEORGE JOSEPH",2
1350977,SOUTHERN CALIFORNIA ALLIANCE OF LAW ENFORCEMENT COMMITTEE TO OPPOSE PROPOSITIONS 32 AND 34,2
1351240,"CALIFORNIANS FOR TRUTH IN LABELING-YES ON 37, SPONSORED BY THE CENTER FOR FOOD SAFETY ACTION FUND",1
1351245,YES ON 30 - CALIFORNIANS FOR OPPORTUNITY - SPONSORED BY PICO CALIFORNIA AND PICO ACTION FUND,1
1351572,CALIFORNIA FUTURE FUND FOR FREE MARKETS YES ON PROPOSITION 32 WITH MAJOR FUNDING BY AMERICAN FUTURE FUND,1
1351817,WORKING FAMILIES FOR OUR FUTURE AND BETTER SCHOOLS - YES ON 30. SPONSORED AND MAJOR FUNDING BY SERVICE EMPLOYEES INTERNATIONAL UNION,1
1351860,"CALIFORNIANS AGAINST MORE DEBT, MISPLACED SPENDING - NO ON PROP. 1",1
1351941,"UNITED FOOD AND COMMERCIAL WORKERS ACTIVE BALLOT CLUB YES ON PROP. 30, NO ON PROP. 32 COMMITTEE",2
1352407,"COMMITTEE TO DEFEND PROP. 38, SPONSORED BY THE ADVANCEMENT PROJECT AND EDUCATION ADVOCATES, WITH FINANCIAL SUPPORT FROM MOLLY MUNGER AND STEPHEN ENGLISH",1
1352904,"BLUEGREEN ALLIANCE, INC. COMMITTEE FOR PROPOSITION 39 SUPPORTED BY ENVIRONMENTALISTS AND LABOR UNIONS, THE",1
1352976,ENVIRONMENTAL WORKING GROUP YES ON 37 COMMITTEE,1
1355516,"WOMEN'S FOUNDATION OF CALIFORNIA - YES ON 47 (NONPROFIT 501(C)(3)), THE",1
1356004,"LEVINE BALLOT ISSUE COMMITTEE, ELEVATE CALIFORNIA: MARC",1
1356566,"YES ON PROP 60, FOR ADULT INDUSTRY RESPONSIBILITY (FAIR) COMMITTEE, WITH MAJOR FUNDING BY AIDS HEALTHCARE FOUNDATION",1
1357909,"ATKINS BALLOT MEASURE COMMITTEE, CALIFORNIA WORKS:  SPEAKER TONI",1
1358148,SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS ISSUES PAC - YES ON PROPS 1 AND 2,2
1358725,LABORERS PACIFIC SOUTHWEST REGIONAL ORGANIZING COALITION ISSUES PAC - YES ON PROPS 1 AND 2,2
1359207,"NO ON PROP. 48 - KEEP VEGAS-STYLE CASINOS OUT OF NEIGHBORHOODS, A PROJECT OF STAND UP FOR CALIFORNIA",1
1359222,"NO ON 46 - PATIENTS, PROVIDERS AND HEALTHCARE INSURERS TO CONTAIN HEALTH COSTS",1
1359411,"YES ON PROP. 48. VOTERS FOR CENTRAL VALLEY JOBS & ENVIRONMENT A COALITION TRIBES, LABOR ORGS, BUSNS & ENVIRON. GRPS, SPON. & MJR FUNDING NORTH FORK RANCHERIA OF MONO INDIANS & STATION CASINOS LLC",1
1360075,CALIFORNIA MOVE TO AMEND,1
1361562,"YES ON PROP. 46, YOUR NEIGHBORS FOR PATIENT SAFETY, A COALITION OF CONSUMER ATTORNEYS AND PATIENT SAFETY ADVOCATES",1
1361700,"COALITION FOR VETERANS HOUSING - YES ON PROP. 41, SUPPORTED BY JOHN A. PEREZ, HOUSING AND VETERANS ORGANIZATIONS, BUSINESSES, AND LABOR UNIONS",1
1362225,"YES ON PROP 46, FAMILIES FOR PATIENT SAFETY",1
1362944,"YES ON PROP. 47, CALIFORNIANS FOR SAFE NEIGHBORHOODS AND SCHOOLS, SPONSORED BY VOTE SAFE, A PROJECT OF THE ADVOCACY FUND",1
1362973,YES ON PROPOSITION 52 - A COALITION OF CALIFORNIA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS AND NON-PROFIT HEALTH CARE ORGANIZATIONS,1
1365283,"JONES - YES ON PROPOSITION 45; CALIFORNIANS FOR AFFORDABLE HEALTH INSURANCE: A BALLOT MEASURE COMMITTEE SUPPORTED BY CONSUMER ADVOCATES, WORKING FAMILIES, AND INSURANCE COMMISSIONER DAVE",1
1365560,OPEN SOCIETY POLICY CENTER (NON-PROFIT 501 (C) (4) - YES ON 47),1
1365686,"YES ON 42, THE PUBLIC'S RIGHT TO KNOW ACT, SPONSORED BY FIREFIGHTERS & BUILDING TRADES ORGANIZATIONS",1
1365833,CALIFORNIANS ALLIED FOR PATIENT PROTECTION BALLOT MEASURE COMMITTEE,1
1367047,"CALIFORNIA ASSOCIATION OF HEALTH FACILITIES, DEFEND MICRA ON THE NOVEMBER BALLOT COMMITTEE, NO ON 46",1
1367275,NO ON 45: CALIFORNIA ASSOCIATION OF HEALTH UNDERWRITERS ISSUES COMMITTEE FOR RESPONSIBLE HEALTH INSURANCE REGULATION,1
1368083,"CALIFORNIANS AGAINST PROP. 47, SPONSORED BY CALIFORNIA PUBLIC SAFETY INSTITUTE AND PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA PIC",1
1369500,"CONSUMER WATCHDOG CAMPAIGN - YES ON 46, A COALITION OF ATTORNEYS, CONSUMER ADVOCATES, AND PATIENTS",1
1369552,YES ON 47 SPONSORED BY PICO CALIFORNIA PICO ACTION FUND,1
1371855,"MARIJUANA POLICY PROJECT OF CALIFORNIA, YES ON 64",1
1371959,SAC VALLEY WATER & RICE FOR PROP 1,1
1372008,ENVIRONMENTAL COALITION FOR CLEAN WATER AND WILDLIFE PROTECTION - YES ON PROP. 1,1
1372046,"BUILD WATER INFRASTRUCTURE NOW, YES ON PROPOSITION 1",1
1372105,CALIFORNIA CALLS ACTION FUND - YES ON 47 - A COALITION OF SOCIAL JUSTICE ORGANIZATIONS,1
1372412,CALIFORNIA WATER ASSOCIATION POLITICAL ISSUES COMMITTEE- YES ON PROPOSITIONS 1 & 2,2
1372481,"WETLANDS CONSERVATION COMMITTEE, SPONSORED BY DUCKS UNLIMITED, AUDUBON CALIFORNIA AND THE NATURE CONSERVANCY, YES ON PROP. 1",1
1372629,"THINK LONG COMMITTEE, INC., SPONSORED BY NICOLAS BERGGRUEN INSTITUTE TRUST, SUPPORTING PROPOSITIONS 1 & 2 (NON-PROFIT 501(C)(4))",2
1372760,PICO CALIFORNIA - YES ON 47 (NON PROFIT 501 (C) (3)),1
1372760,"PICO CALIFORNIA - YES ON 55, 56, AND 57 (NON PROFIT 501 (C) (3))",3
1372785,"WESTERN PLANT HEALTH ASSOCIATION, SUPPORTING PROPOSITIONS 1 AND 2 ( NON-PROFIT 501 (C) (6) )",2
1372891,"FIRST AMERICANS FOR KEEPING THE PROMISE, NO ON 48, A COALITION OF CALIFORNIA INDIAN GAMING TRIBES, SPONSORED AND MAJOR FUNDING BY PECHANGA BAND OF LUISENO INDIANS & MAJOR FUNDING BY TABLE MOUNTAIN ...",1
1372900,"YES ON 67 - PROTECT THE PLASTIC BAG BAN, SPONSORED BY ENVIRONMENTAL AND OCEAN PROTECTION ORGANIZATIONS, BUSINESSES INCLUDING GROCERS AND REUSABLE BAG MAKERS, AND OTHER NONPROFIT ORGANIZATIONS",1
1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",2
1373039,"AMERICAN CIVIL LIBERTIES UNION, INC. (NONPROFIT 501(C)(4))",1
1373047,"SERVICE EMPLOYEES INTERNATIONAL UNION, UNITED HEALTHCARE WORKERS WEST (NONPROFIT 501 (C)(5))",1
1373184,"CALIFORNIA FORWARD, YES ON PROPOSITION 2 ( NONPROFIT 501 (C) (3) )",1
1373275,"SIXTEEN THIRTY FUND ( NONPROFIT 501 (C) (4) ) YES ON 47, THE",1
1373393,JAMUL INDIAN VILLAGE FOR PROPOSITIONS 1 AND 2,2
1374153,"LARA BALLOT MEASURE COMMITTEE; CALIFORNIANS FOR A 21ST CENTURY ECONOMY - YES ON 58, A RICARDO",1
1374469,"YES ON PROPOSITION 51 - CALIFORNIANS FOR QUALITY SCHOOLS, SPONSORED AND FUNDED BY COALITION FOR ADEQUATE SCHOOL HOUSING ISSUES COMMITTEE AND CALIFORNIA BUILDING INDUSTRY ASSOCIATION ISSUES COMMITTEE",1
1374885,YES ON 67 - CALIFORNIANS AGAINST WASTE - PROTECT THE PLASTIC BAN (NON-PROFIT 501 (C) (4)),1
1376040,YES ON 53 - STOP BLANK CHECKS,1
1376077,"CALIFORNIANS FOR SENSIBLE REFORM, SPONSORED BY GHOST MANAGEMENT GROUP, LLC DBA WEEDMAPS",1
1376791,"YES ON PROP 61, CALIFORNIANS FOR LOWER DRUG PRICES, WITH MAJOR FUNDING BY AIDS HEALTHCARE FOUNDATION AND CALIFORNIA NURSES ASSOCIATION PAC",1
1377991,"YES ON 56 - SAVES LIVES CALIFORNIA, A COALITION OF DOCTORS, DENTISTS, HEALTH PLANS, LABOR, HOSPITALS, LAW ENFORCEMENT, AND NON-PROFIT HEALTH ADVOCATE ORGANIZATIONS",1
1378703,CALIFORNIA CALLS ACTION FUND (NONPROFIT 501(C)(4)),1
1378875,"NO ON PROP 53 - CALIFORNIANS TO PROTECT LOCAL CONTROL, A COALITION OF PUBLIC SAFETY, LOCAL GOVERNMENT, BUSINESS AND LABOR ORGANIZATIONS, GOVERNOR BROWN AND TAXPAYERS",1
1379198,"NO ON PROP 61 - CALIFORNIANS AGAINST THE DECEPTIVE RX PROPOSITION, A COALITION OF VETERANS DOCTORS PATIENT ADVOCATES SENIORS TAXPAYERS AND MEMBERS OF PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMER.",1
1380590,"YES ON 62, NO ON 66. REPLACE THE COSTLY, FAILED DEATH PENALTY SYSTEM. SPONSORED BY TAXPAYERS FOR SENTENCING REFORM",2
1380675,"NEWSOM BALLOT MEASURE COMMITTEE; SAFETY FOR ALL, YES ON PROP. 63,",1
1380746,"STOP PROP 63, A GRASSROOTS, COMMON-SENSE EFFORT FOR RATIONAL POLICY SPONSORED BY FIREARMS POLICY COALITION",1
1381029,"YES ON 54 - VOTERS FIRST, NOT SPECIAL INTERESTS - SPONSORED BY HOLD POLITICIANS ACCOUNTABLE",1
1381382,"YES ON 55 - CALIFORNIANS FOR BUDGET STABILITY, SPONSORED BY TEACHERS, HEALTH CARE PROVIDERS, DOCTORS AND LABOR ORGANIZATIONS",1
1381423,"YES ON 59, CALIFORNIA CLEAN MONEY ACTION FUND TO OVERTURN CITIZENS UNITED (NON PROFIT 501(C)4)",1
1381488,"CALIFORNIANS FOR HOSPITAL ACCOUNTABILITY AND QUALITY CARE - NO ON 52, SPONSORED BY SERVICE EMPLOYEES INTERNATIONAL UNION - UNITED HEALTHCARE WORKERS WEST",1
1381808,"YES ON 64, CALIFORNIANS TO CONTROL, REGULATE AND TAX ADULT USE OF MARIJUANA WHILE PROTECTING CHILDREN, SPONSORED BY BUSINESS, PHYSICIANS, ENVIRONMENTAL AND SOCIAL-JUSTICE ADVOCATE ORGANIZATIONS",1
1381938,SAVE THE BAY ACTION FUND PAC - YES ON PROP 67,1
1382067,"COALITION FOR CIVIL LIBERTIES - NO ON 63, A PROJECT OF CALIFORNIA RIFLE & PISTOL ASSOCIATION",1
1382525,NEW APPROACH PAC (MPO),1
1382568,"PUBLIC AND MENTAL HEALTH ADVOCATES AGAINST 64, SPONSORED AND MAJOR FUNDING BY SAM ACTION, INC. AND CALIFORNIA PUBLIC SAFETY INSTITUTE",1
1382843,CALIFORNIA TAXPAYERS AND EDUCATORS OPPOSED TO SPRAWL AND DEVELOPER ABUSE,1
1382912,"YES ON PROP. 57, CALIFORNIANS AND GOVERNOR BROWN FOR PUBLIC SAFETY AND REHABILITATION",1
1383858,"FIGHT CANCER - YES ON 56, SPONSORED BY AMERICAN CANCER SOCIETY, INC. AND AMERICAN CANCER SOCIETY CANCER ACTION NETWORK, INC.",1
1383946,"NO ON PROP 66, CALIFORNIANS FOR FAIR JUSTICE, SPONSORED BY SOCIAL JUSTICE ORGANIZATIONS",1
1384591,"MILLION VOTER PROJECT ACTION FUND - YES ON 55 AND 57, SPONSORED BY SOCIAL JUSTICE ORGANIZATIONS",3
1385139,"NO ON PROPOSITION 60, CALIFORNIANS AGAINST WORKER HARASSMENT, SPONSORED BY THE FREE SPEECH COALITION",1
1385506,"DRUG POLICY ACTION - NON PROFIT 501C4, YES ON PROP. 64",1
1385538,"CALIFORNIA KIDS CAMPAIGN, YES ON PROPS 55 & 56, SPONSORED AND MAJOR FUNDING BY COMMON SENSE KIDS ACTION, INC.",2
1385745,FUND FOR POLICY REFORM (NONPROFIT 501(C)(4)),4
1385886,"NO ON PROPOSITION 55, CALIFORNIA'S FUTURE PAC, SPONSORED BY THE KERSTEN INSTITUTE FOR GOVERNANCE & PUBLIC POLICY",1
1385928,CALIFORNIANS FOR AN EFFECTIVE LEGISLATURE,1
1386477,"YES ON 58, CALIFORNIANS FOR ENGLISH PROFICIENCY SPONSORED BY TEACHERS AND SERVICE EMPLOYEES ORGANIZATIONS",1
1386494,"PROTEUS ACTION LEAGUE NON-PROFIT 501 (C)(4) ORGANIZATION, OPPOSING MEASURE 66 AND SUPPORTING MEASURES 54 AND 59",3
1386560,ADULT USE CAMPAIGN FOR PROPOSITION 64; THE,1
1386627,NO ON 57 - STOP EARLY RELEASE OF VIOLENT CRIMINALS (SERVC),1
1386637,"NO ON 56 - STOP THE SPECIAL INTEREST TAX GRAB. MAJOR FUNDING BY PHILIP MORRIS USA INC. AND R.J. REYNOLDS TOBACCO COMPANY, WITH A COALITION OF TAXPAYERS, EDUCATORS, HEALTHCARE PROFESSIONALS, LAW ...",1
1386909,"OVERTURN CITIZENS UNITED, YES ON 59",1
1387279,"VETO GUNMAGEDDON, CITIZENS WHO ARE OPPOSED TO PROPOSITION 63, ASSEMBLY BILLS 1135, 1511, 1695, 857 AND SENATE BILLS 880, 1235 AND 1446",1
1387575,CIVIC PARTICIPATION ACTION FUND - YES ON 57 (NONPROFIT 501(C)(4)),1
1387641,"CONSUMER WATCHDOG CAMPAIGN - YES ON 61, MAJOR FUNDING BY YES ON PROP 61, CALIFORNIANS FOR LOWER DRUG PRICES, WITH MAJOR FUNDING BY AIDS HEALTHCARE FOUNDATION AND CALIFORNIA NURSES ASSOCIATION PAC",1
1387648,CALIFORNIA CALLS ACTION FUND - YES ON 57 (NONPROFIT 501(C)(4)),1
1387789,"SAM ACTION, INC., A COMMITTEE AGAINST PROPOSITION 64 WITH HELP FROM CITIZENS (NONPROFIT 501 (C)(4))",1
1387856,MAKE THEM LISTEN - YES ON 59,1
1388518,YES ON 56 STOP CANCER - PLANNED PARENTHOOD ADVOCATES MAR MONTE (NON PROFIT 501 (C)(4)),1
1388865,"PROTECT SMALL BUSINESS AND SMOKE FREE ALTERNATIVES, NO ON 56; SPONSORED BY SMOKE-FREE ALTERNATIVES TRADE ASSOCIATION",1
1389484,"CALIFORNIA CITIZENS AGAINST SPECIAL INTERESTS AND WASTEFUL TAXES, NO ON PROP. 56",1
1389668,YES ON 56 STOP CANCER - PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND (NON PROFIT 501(C)(4)),1
1389817,SAVE THE BAY ACTION FUND COMMITTEE TO SUPPORT PROPOSITION 67,1
1389930,"NO ON 53, NEIGHBORS DEFENDING LOCAL CONTROL",1
1389997,CALIFORNIA COMMON CAUSE -- YES ON 54 AND 59 (NONPROFIT 501(C)(4),2
1390529,VOLUNTEERS FOR YES ON 62,1
1390602,"COMMON SENSE KIDS ACTION, INC., YES ON PROPS. 55 AND 56 (NONPROFIT 501 (C) (4))",2
1390962,MOMS STRONG AGAINST PROP 64,1
1391170,"MILLION VOTER PROJECT ACTION FUND - YES ON 55, 56, 57, 58, 62, AND NO ON 66, SPONSORED BY SOCIAL JUSTICE ADVOCATES AND ORGANIZATIONS",6
1391327,OPEN PHILANTHROPY ACTION FUND YES ON 57 (NONPROFIT 501(C)(4)),1
1392066,FWD.US (NONPROFIT 501(C)(4)) IN SUPPORT OF PROPOSITION 57 WITH HELP FROM CITIZENS FOR PUBLIC SAFETY AND OPPORTUNITY,1
761010,"CA BUSINESS PAC, SP0NSORED BY CA CHAMBER OF COMMERCE (AKA CALBUSPAC)",1
761010,"CALIFORNIA BUSINESS POLITICAL ACTION COMMITTEE, SP0NSORED BY THE CALIFORNIA CHAMBER OF COMMERCE (AKA CALBUSPAC) - YES ON 1 & 2",2
842149,CONSUMER ATTORNEYS OF CALIFORNIA ISSUES POLITICAL ACTION COMMITTEE (YES ON PROPOSITION 30),1
881029,CALIFORNIA FACULTY ASSOCIATION POLITICAL ISSUES COMMITTEE,1
890947,"SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION POLITICAL ACTION COMMITTEE, YES ON 30 AND NO ON 32",2
900868,BUILDERS FOR PROP. 47 AND PROP. 46 SPONSORED BY CALIFORNIA BUILDING INDUSTRY ASSOCIATION,2
900868,CALIFORNIA BUILDING INDUSTRY ASSOCIATION FOR BUILDING EXCELLENT SCHOOLS TOMORROW,1
900868,CALIFORNIA BUILDING INDUSTRY ASSOCIATION ISSUES PAC,1
922117,NO NEW TAXES - A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION,1
922117,"NO NEW TAXES, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",1
922117,"SAVE OUR HOMES COMMITTEE, VOTE NO ON PROP. 39, A PROJECT OF THE HOWARD JARVIS TAXPAYERS ASSOCIATION",1
930207,"LABORERS POLITICAL LEAGUE EDUCATION FUND, YES ON 30",1
931704,"UNITED TEACHERS LOS ANGELES-POLITICAL ACTION COUNCIL OF EDUCATORS (PACE) ISSUES, A COMMITTEE FOR PROPOSITIONS 55 AND 58",2
941597,CALIFORNIA NURSES ASSOCIATION INITIATIVE POLITICAL ACTION COMMITTEE (YES ON 30 AND NO ON 32),2
